DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
12/05/2023,01:00,7RNCHSLR_ALL, 20.63,N
12/05/2023,01:00,AEEC, 21.64,N
12/05/2023,01:00,AGUAYO_UNIT1, 18.29,N
12/05/2023,01:00,AJAXWIND_RN, 17.65,N
12/05/2023,01:00,ALGOD_ALL_RN, 21.52,N
12/05/2023,01:00,ALVIN_RN, 19.89,N
12/05/2023,01:00,AMADEUS_ALL, 17.55,N
12/05/2023,01:00,AMISTAD_ALL, 67.01,N
12/05/2023,01:00,AMOCOOIL_CC1, 19.85,N
12/05/2023,01:00,AMOCOOIL_CC2, 19.85,N
12/05/2023,01:00,AMOCO_PUN1, 19.85,N
12/05/2023,01:00,AMOCO_PUN2, 19.85,N
12/05/2023,01:00,AMO_AMOCO_1, 19.85,N
12/05/2023,01:00,AMO_AMOCO_2, 19.85,N
12/05/2023,01:00,AMO_AMOCO_5, 19.85,N
12/05/2023,01:00,AMO_AMOCO_G1, 19.85,N
12/05/2023,01:00,AMO_AMOCO_G2, 19.85,N
12/05/2023,01:00,AMO_AMOCO_G3, 19.85,N
12/05/2023,01:00,AMO_AMOCO_S1, 19.85,N
12/05/2023,01:00,AMO_AMOCO_S2, 19.85,N
12/05/2023,01:00,ANACACHO_ANA, 47.18,N
12/05/2023,01:00,ANCHOR_ALL, 17.81,N
12/05/2023,01:00,ANDMDSLR_ALL, 17.5,N
12/05/2023,01:00,ANG_ALL, 22.98,N
12/05/2023,01:00,ANSON1_ALL, 16.94,N
12/05/2023,01:00,APPALOSA_ALL, 146.03,N
12/05/2023,01:00,AQUI_ALL, 18.3,N
12/05/2023,01:00,ARAGORN_RN, 85.86,N
12/05/2023,01:00,ASTRA_RN, 19.6,N
12/05/2023,01:00,ATK_ATKINSG7, 19.2,N
12/05/2023,01:00,AUSTPL_ALL, 20.49,N
12/05/2023,01:00,AVIAT_ALL, 30.85,N
12/05/2023,01:00,AZURE_RN, 17.64,N
12/05/2023,01:00,AZ_ALL, 19.68,N
12/05/2023,01:00,BAC_RN_ALL, 19.83,N
12/05/2023,01:00,BAFFIN_ALL, 21.56,N
12/05/2023,01:00,BAIRDWND_ALL, 17.56,N
12/05/2023,01:00,BARROW_ALL, 86.64,N
12/05/2023,01:00,BASTEN_CC1, 20.54,N
12/05/2023,01:00,BASTEN_CCU, 20.54,N
12/05/2023,01:00,BATCAVE_RN, 21.09,N
12/05/2023,01:00,BAYC_BESS_RN, 20.58,N
12/05/2023,01:00,BBREEZE_1_2, 21.6,N
12/05/2023,01:00,BCATWD_WD_1, 17.46,N
12/05/2023,01:00,BCH_RN, 20.05,N
12/05/2023,01:00,BCK_RN, 20.01,N
12/05/2023,01:00,BIGSTAR_ALL, 20.58,N
12/05/2023,01:00,BLACKJAK_RN, 21.62,N
12/05/2023,01:00,BLSMT1_5_A_6, 18.02,N
12/05/2023,01:00,BLUEJAY_RN, 19.21,N
12/05/2023,01:00,BOARDCRK_ALL, 18.5,N
12/05/2023,01:00,BOOTLEG_UN1, 91.33,N
12/05/2023,01:00,BORDAS_345, 21.68,N
12/05/2023,01:00,BOSQUESW_CC1, 18.7,N
12/05/2023,01:00,BOSQUESW_CC2, 18.74,N
12/05/2023,01:00,BOSQ_BSQSU_5, 18.74,N
12/05/2023,01:00,BOSQ_BSQS_12, 18.74,N
12/05/2023,01:00,BOSQ_BSQS_34, 18.7,N
12/05/2023,01:00,BRANDON_RN, 23.16,N
12/05/2023,01:00,BRAUNIG_CC1, 21.87,N
12/05/2023,01:00,BRAUNIG_VHB1, 22.11,N
12/05/2023,01:00,BRAUNIG_VHB2, 22.11,N
12/05/2023,01:00,BRAUNIG_VHB3, 22.11,N
12/05/2023,01:00,BRAZ_WND_ALL, 21.92,N
12/05/2023,01:00,BRA_AVR1_CT2, 21.87,N
12/05/2023,01:00,BRA_AVR_CST1, 21.87,N
12/05/2023,01:00,BRHEIGHT_RN, 19.85,N
12/05/2023,01:00,BRIGHTSD_RN, 22.67,N
