DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
12/20/2023,01:00,7RNCHSLR_ALL, 12.4,N
12/20/2023,01:00,AEEC, -3.01,N
12/20/2023,01:00,AGUAYO_UNIT1, -0.81,N
12/20/2023,01:00,AJAXWIND_RN, -1.68,N
12/20/2023,01:00,ALGOD_ALL_RN, 12.89,N
12/20/2023,01:00,ALVIN_RN, 11.99,N
12/20/2023,01:00,AMADEUS_ALL, -2.41,N
12/20/2023,01:00,AMISTAD_ALL, 1.21,N
12/20/2023,01:00,AMOCOOIL_CC1, 11.97,N
12/20/2023,01:00,AMOCOOIL_CC2, 11.97,N
12/20/2023,01:00,AMOCO_PUN1, 11.97,N
12/20/2023,01:00,AMOCO_PUN2, 11.97,N
12/20/2023,01:00,AMO_AMOCO_1, 11.97,N
12/20/2023,01:00,AMO_AMOCO_2, 11.97,N
12/20/2023,01:00,AMO_AMOCO_5, 11.97,N
12/20/2023,01:00,AMO_AMOCO_G1, 11.97,N
12/20/2023,01:00,AMO_AMOCO_G2, 11.97,N
12/20/2023,01:00,AMO_AMOCO_G3, 11.97,N
12/20/2023,01:00,AMO_AMOCO_S1, 11.97,N
12/20/2023,01:00,AMO_AMOCO_S2, 11.97,N
12/20/2023,01:00,ANACACHO_ANA, 9.09,N
12/20/2023,01:00,ANCHOR_ALL, -1.92,N
12/20/2023,01:00,ANDMDSLR_ALL, -2.52,N
12/20/2023,01:00,ANG_ALL, -0.68,N
12/20/2023,01:00,ANSON1_ALL, -2.38,N
12/20/2023,01:00,APPALOSA_ALL, 6.91,N
12/20/2023,01:00,AQUI_ALL, 11.06,N
12/20/2023,01:00,ARAGORN_RN, 8.92,N
12/20/2023,01:00,ASTRA_RN, -2.53,N
12/20/2023,01:00,ATK_ATKINSG7, 11.58,N
12/20/2023,01:00,AUSTPL_ALL, 12.34,N
12/20/2023,01:00,AVIAT_ALL, -0.77,N
12/20/2023,01:00,AZURE_RN, -2.22,N
12/20/2023,01:00,AZ_ALL, 11.87,N
12/20/2023,01:00,BAC_RN_ALL, 11.96,N
12/20/2023,01:00,BAFFIN_ALL, 12.71,N
12/20/2023,01:00,BAIRDWND_ALL, -2.09,N
12/20/2023,01:00,BARROW_ALL, 15.78,N
12/20/2023,01:00,BASTEN_CC1, 12.39,N
12/20/2023,01:00,BASTEN_CCU, 12.39,N
12/20/2023,01:00,BATCAVE_RN, 12.69,N
12/20/2023,01:00,BAYC_BESS_RN, 12.8,N
12/20/2023,01:00,BBREEZE_1_2, 12.63,N
12/20/2023,01:00,BCATWD_WD_1, -0.43,N
12/20/2023,01:00,BCH_RN, 12.05,N
12/20/2023,01:00,BCK_RN, 12.03,N
12/20/2023,01:00,BIGSTAR_ALL, 12.42,N
12/20/2023,01:00,BLACKJAK_RN, 12.88,N
12/20/2023,01:00,BLSMT1_5_A_6, -1.97,N
12/20/2023,01:00,BLUEJAY_RN, 11.58,N
