date,node,count
2023/12/01,DUKE_CC1,24
2023/12/01,AGUAYO_UNIT1,24
2023/12/01,VENADO_ALL,24
2023/12/01,DUP_PUN1,24
2023/12/01,W_HRL_ESR_RN,24
2023/12/01,DUP_PUN2,24
2023/12/01,DUP_PUN3,24
2023/12/01,DUP_PUN4,24
2023/12/01,DUKE_GT2_CCU,24
2023/12/01,VICTORIA_CC1,24
2023/12/01,BTE_CC1,24
2023/12/01,BTE_BTE_G1,24
2023/12/01,BTE_BTE_G2,24
2023/12/01,PANDA_T2_CC1,24
2023/12/01,BTE_BTE_G3,24
2023/12/01,QUEEN_BA_RN,24
2023/12/01,BTE_BTE_G4,24
2023/12/01,OLIN_OLING_1,24
2023/12/01,OLIN_OLING_2,24
2023/12/01,OLIN_OLING_3,24
2023/12/01,OLIN_OLING_4,24
2023/12/01,SADLBACK_RN,24
2023/12/01,PANDA_T1_ST1,24
2023/12/01,SUNVASLR_ALL,24
2023/12/01,RAB_G1-8,24
2023/12/01,LIG_RN,24
2023/12/01,TI_SOLAR_ALL,24
2023/12/01,STRATEGC_RN,24
2023/12/01,LHM_CVC_G4,24
2023/12/01,DENISON_G1_2,24
2023/12/01,SCLP_SCLPC_1,24
2023/12/01,SL_SL_G1,24
2023/12/01,SCLP_SCLPC_2,24
2023/12/01,SL_SL_G2,24
2023/12/01,SCLP_SCLPC_3,24
2023/12/01,SL_SL_G3,24
