DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
12/08/2023,01:00,7RNCHSLR_ALL, 11.45,N
12/08/2023,01:00,AEEC, -4.06,N
12/08/2023,01:00,AGUAYO_UNIT1, -2.37,N
12/08/2023,01:00,AJAXWIND_RN, -3.16,N
12/08/2023,01:00,ALGOD_ALL_RN, 10.92,N
12/08/2023,01:00,ALVIN_RN, 9.24,N
12/08/2023,01:00,AMADEUS_ALL, -3.87,N
12/08/2023,01:00,AMISTAD_ALL, 13.54,N
12/08/2023,01:00,AMOCOOIL_CC1, 12.48,N
12/08/2023,01:00,AMOCOOIL_CC2, 12.48,N
12/08/2023,01:00,AMOCO_PUN1, 12.48,N
12/08/2023,01:00,AMOCO_PUN2, 12.48,N
12/08/2023,01:00,AMO_AMOCO_1, 12.48,N
12/08/2023,01:00,AMO_AMOCO_2, 12.48,N
12/08/2023,01:00,AMO_AMOCO_5, 12.48,N
12/08/2023,01:00,AMO_AMOCO_G1, 12.48,N
12/08/2023,01:00,AMO_AMOCO_G2, 12.48,N
12/08/2023,01:00,AMO_AMOCO_G3, 12.48,N
12/08/2023,01:00,AMO_AMOCO_S1, 12.48,N
12/08/2023,01:00,AMO_AMOCO_S2, 12.48,N
12/08/2023,01:00,ANACACHO_ANA, 12.16,N
12/08/2023,01:00,ANCHOR_ALL, -3.59,N
12/08/2023,01:00,ANDMDSLR_ALL, -3.95,N
12/08/2023,01:00,ANG_ALL, -1.23,N
12/08/2023,01:00,ANSON1_ALL, -3.88,N
12/08/2023,01:00,APPALOSA_ALL, 8.26,N
12/08/2023,01:00,AQUI_ALL, 10.87,N
12/08/2023,01:00,ARAGORN_RN, 9.83,N
12/08/2023,01:00,ASTRA_RN, -4.87,N
12/08/2023,01:00,ATK_ATKINSG7, 11.13,N
12/08/2023,01:00,AUSTPL_ALL, 11.49,N
12/08/2023,01:00,AVIAT_ALL, -1.14,N
12/08/2023,01:00,AZURE_RN, -3.72,N
12/08/2023,01:00,AZ_ALL, 12.15,N
12/08/2023,01:00,BAC_RN_ALL, 14.15,N
12/08/2023,01:00,BAFFIN_ALL, 8.07,N
12/08/2023,01:00,BAIRDWND_ALL, -3.68,N
12/08/2023,01:00,BARROW_ALL, 19.72,N
12/08/2023,01:00,BASTEN_CC1, 11.51,N
12/08/2023,01:00,BASTEN_CCU, 11.51,N
12/08/2023,01:00,BATCAVE_RN, 11.71,N
12/08/2023,01:00,BAYC_BESS_RN, 11.45,N
12/08/2023,01:00,BBREEZE_1_2, 8.83,N
12/08/2023,01:00,BCATWD_WD_1, -1.43,N
12/08/2023,01:00,BCH_RN, 11.15,N
12/08/2023,01:00,BCK_RN, 11.2,N
12/08/2023,01:00,BIGSTAR_ALL, 11.49,N
12/08/2023,01:00,BLACKJAK_RN, 10.96,N
12/08/2023,01:00,BLSMT1_5_A_6, -3.39,N
12/08/2023,01:00,BLUEJAY_RN, 11.13,N
12/08/2023,01:00,BOARDCRK_ALL, 10.88,N
12/08/2023,01:00,BOOTLEG_UN1, 7.28,N
12/08/2023,01:00,BORDAS_345, -17.62,N
12/08/2023,01:00,BOSQUESW_CC1, 10.61,N
12/08/2023,01:00,BOSQUESW_CC2, 10.78,N
12/08/2023,01:00,BOSQ_BSQSU_5, 10.78,N
12/08/2023,01:00,BOSQ_BSQS_12, 10.78,N
12/08/2023,01:00,BOSQ_BSQS_34, 10.61,N
12/08/2023,01:00,BRANDON_RN, -3.41,N
12/08/2023,01:00,BRAUNIG_CC1, 11.92,N
12/08/2023,01:00,BRAUNIG_VHB1, 11.88,N
12/08/2023,01:00,BRAUNIG_VHB2, 11.88,N
12/08/2023,01:00,BRAUNIG_VHB3, 11.88,N
12/08/2023,01:00,BRAZ_WND_ALL, -4.16,N
12/08/2023,01:00,BRA_AVR1_CT2, 11.92,N
12/08/2023,01:00,BRA_AVR_CST1, 11.92,N
12/08/2023,01:00,BRHEIGHT_RN, 12.48,N
12/08/2023,01:00,BRIGHTSD_RN, 11.81,N
12/08/2023,01:00,BRIGHTSD_U1, 11.79,N
12/08/2023,01:00,BRISCOE_WIND, -4.83,N
12/08/2023,01:00,BRPANGLE_RN, 11.12,N
12/08/2023,01:00,BRPMAGNO_RN, 20.54,N
12/08/2023,01:00,BRP_BRAZ_RN, 11.12,N
12/08/2023,01:00,BRP_DIKN_RN, 12.41,N
12/08/2023,01:00,BRP_LOOP_RN, 11.23,N
12/08/2023,01:00,BRP_LOP1_RN, 8.87,N
12/08/2023,01:00,BRP_PBL1_RN, 22.17,N
12/08/2023,01:00,BRP_PBL2_RN, 22.17,N
12/08/2023,01:00,BRP_RN_UNIT1, 12.01,N
12/08/2023,01:00,BRP_SEMI_RN, 0.78,N
12/08/2023,01:00,BRP_SWNY_RN, 11.12,N
12/08/2023,01:00,BRP_ZPT1_RN, 8.89,N
12/08/2023,01:00,BRP_ZPT2_RN, 8.89,N
12/08/2023,01:00,BRTSW_BCW1, 4.48,N
12/08/2023,01:00,BR_ARROW_ALL, 10.74,N
12/08/2023,01:00,BR_VHB6CT5_6, 11.88,N
12/08/2023,01:00,BR_VHB6CT7_8, 11.88,N
12/08/2023,01:00,BSS_U1, 11.12,N
12/08/2023,01:00,BTE_BTE_G1, 11.77,N
12/08/2023,01:00,BTE_BTE_G2, 11.77,N
12/08/2023,01:00,BTE_BTE_G3, 11.77,N
12/08/2023,01:00,BTE_BTE_G4, 11.77,N
12/08/2023,01:00,BTE_CC1, 11.77,N
12/08/2023,01:00,BTE_PUN1, 11.77,N
12/08/2023,01:00,BTE_PUN2, 11.77,N
12/08/2023,01:00,BTM_ALL, 11.28,N
12/08/2023,01:00,BUCHAN_ALL, 10.85,N
12/08/2023,01:00,BUCKTHRN_RN, 7.27,N
12/08/2023,01:00,BUFF_GAP_ALL, -2.4,N
12/08/2023,01:00,BULLCRK_1_2, -13.78,N
12/08/2023,01:00,BVE_CC1, 11.32,N
12/08/2023,01:00,BVE_UNIT1, 11.32,N
12/08/2023,01:00,BVE_UNIT2, 11.32,N
12/08/2023,01:00,BVE_UNIT3, 11.32,N
12/08/2023,01:00,BYRDR_ES_ALL, 11.12,N
12/08/2023,01:00,BYU_BYU_1, 12.92,N
12/08/2023,01:00,BYU_BYU_12, 12.92,N
12/08/2023,01:00,BYU_BYU_34, 12.92,N
12/08/2023,01:00,BYU_BYU_G8, 12.92,N
12/08/2023,01:00,BYU_CC1, 12.92,N
12/08/2023,01:00,BYU_G4_RN, 12.92,N
12/08/2023,01:00,BYU_PUN1, 12.92,N
12/08/2023,01:00,BYU_PUN2, 12.92,N
12/08/2023,01:00,BYU_PUN3, 12.92,N
12/08/2023,01:00,BYU_PUN4, 12.92,N
12/08/2023,01:00,B_DAVIS_3, 12.31,N
12/08/2023,01:00,B_DAVIS_4, 12.31,N
12/08/2023,01:00,B_DAVIS_CC1, 12.31,N
12/08/2023,01:00,B_D_B_DAVIG1, 12.31,N
12/08/2023,01:00,B_D_B_DAVIG2, 12.31,N
12/08/2023,01:00,CABEZON_ALL, -17.61,N
12/08/2023,01:00,CALAVER_JKS1, 11.88,N
12/08/2023,01:00,CALAVER_JKS2, 11.88,N
12/08/2023,01:00,CALAVER_JTD1, 11.88,N
12/08/2023,01:00,CALAVER_JTD2, 11.88,N
12/08/2023,01:00,CALAVER_OWS1, 11.88,N
12/08/2023,01:00,CALAVER_OWS2, 11.88,N
12/08/2023,01:00,CALHOUN_ALL, 11.19,N
12/08/2023,01:00,CALLAHA_WND1, -1.94,N
