DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
12/07/2023,01:00,7RNCHSLR_ALL, 16.91,N
12/07/2023,01:00,AEEC, -3.81,N
12/07/2023,01:00,AGUAYO_UNIT1, 0.89,N
12/07/2023,01:00,AJAXWIND_RN, 0.68,N
12/07/2023,01:00,ALGOD_ALL_RN, 17.83,N
12/07/2023,01:00,ALVIN_RN, 15.61,N
12/07/2023,01:00,AMADEUS_ALL, -0.38,N
12/07/2023,01:00,AMISTAD_ALL, 15.52,N
12/07/2023,01:00,AMOCOOIL_CC1, 15.56,N
12/07/2023,01:00,AMOCOOIL_CC2, 15.56,N
12/07/2023,01:00,AMOCO_PUN1, 15.56,N
12/07/2023,01:00,AMOCO_PUN2, 15.56,N
12/07/2023,01:00,AMO_AMOCO_1, 15.56,N
12/07/2023,01:00,AMO_AMOCO_2, 15.56,N
12/07/2023,01:00,AMO_AMOCO_5, 15.56,N
12/07/2023,01:00,AMO_AMOCO_G1, 15.56,N
12/07/2023,01:00,AMO_AMOCO_G2, 15.56,N
12/07/2023,01:00,AMO_AMOCO_G3, 15.56,N
12/07/2023,01:00,AMO_AMOCO_S1, 15.56,N
12/07/2023,01:00,AMO_AMOCO_S2, 15.56,N
12/07/2023,01:00,ANACACHO_ANA, 18.74,N
12/07/2023,01:00,ANCHOR_ALL, 1.21,N
12/07/2023,01:00,ANDMDSLR_ALL, -0.66,N
12/07/2023,01:00,ANG_ALL, 4.76,N
12/07/2023,01:00,ANSON1_ALL, -0.12,N
12/07/2023,01:00,APPALOSA_ALL, 27.48,N
12/07/2023,01:00,AQUI_ALL, 13.83,N
12/07/2023,01:00,ARAGORN_RN, 34.02,N
12/07/2023,01:00,ASTRA_RN, -7.86,N
12/07/2023,01:00,ATK_ATKINSG7, 14.71,N
12/07/2023,01:00,AUSTPL_ALL, 17.01,N
12/07/2023,01:00,AVIAT_ALL, 4.3,N
12/07/2023,01:00,AZURE_RN, 0.09,N
12/07/2023,01:00,AZ_ALL, 15.33,N
12/07/2023,01:00,BAC_RN_ALL, 15.54,N
12/07/2023,01:00,BAFFIN_ALL, 17.93,N
12/07/2023,01:00,BAIRDWND_ALL, 0.68,N
12/07/2023,01:00,BARROW_ALL, 59.38,N
12/07/2023,01:00,BASTEN_CC1, 17,N
12/07/2023,01:00,BASTEN_CCU, 17,N
12/07/2023,01:00,BATCAVE_RN, 17.36,N
12/07/2023,01:00,BAYC_BESS_RN, 16.85,N
12/07/2023,01:00,BBREEZE_1_2, 18.04,N
12/07/2023,01:00,BCATWD_WD_1, 5.38,N
12/07/2023,01:00,BCH_RN, 15.84,N
12/07/2023,01:00,BCK_RN, 15.78,N
12/07/2023,01:00,BIGSTAR_ALL, 16.96,N
12/07/2023,01:00,BLACKJAK_RN, 17.79,N
12/07/2023,01:00,BLSMT1_5_A_6, 0.05,N
12/07/2023,01:00,BLUEJAY_RN, 14.69,N
12/07/2023,01:00,BOARDCRK_ALL, 13.62,N
12/07/2023,01:00,BOOTLEG_UN1, 26.88,N
12/07/2023,01:00,BORDAS_345, 17.25,N
12/07/2023,01:00,BOSQUESW_CC1, 13.77,N
12/07/2023,01:00,BOSQUESW_CC2, 14.13,N
12/07/2023,01:00,BOSQ_BSQSU_5, 14.13,N
12/07/2023,01:00,BOSQ_BSQS_12, 14.13,N
12/07/2023,01:00,BOSQ_BSQS_34, 13.77,N
12/07/2023,01:00,BRANDON_RN, -3.52,N
12/07/2023,01:00,BRAUNIG_CC1, 18.04,N
12/07/2023,01:00,BRAUNIG_VHB1, 18.09,N
12/07/2023,01:00,BRAUNIG_VHB2, 18.09,N
12/07/2023,01:00,BRAUNIG_VHB3, 18.09,N
12/07/2023,01:00,BRAZ_WND_ALL, -1.24,N
12/07/2023,01:00,BRA_AVR1_CT2, 18.04,N
12/07/2023,01:00,BRA_AVR_CST1, 18.04,N
12/07/2023,01:00,BRHEIGHT_RN, 15.56,N
12/07/2023,01:00,BRIGHTSD_RN, 18.35,N
12/07/2023,01:00,BRIGHTSD_U1, 18.33,N
12/07/2023,01:00,BRISCOE_WIND, -7.47,N
12/07/2023,01:00,BRPANGLE_RN, 15.86,N
12/07/2023,01:00,BRPMAGNO_RN, 15.57,N
12/07/2023,01:00,BRP_BRAZ_RN, 15.86,N
12/07/2023,01:00,BRP_DIKN_RN, 15.57,N
12/07/2023,01:00,BRP_LOOP_RN, 17.45,N
12/07/2023,01:00,BRP_LOP1_RN, 18.19,N
12/07/2023,01:00,BRP_PBL1_RN, 65.52,N
12/07/2023,01:00,BRP_PBL2_RN, 65.52,N
12/07/2023,01:00,BRP_RN_UNIT1, 18.62,N
12/07/2023,01:00,BRP_SEMI_RN, 15.58,N
12/07/2023,01:00,BRP_SWNY_RN, 15.86,N
12/07/2023,01:00,BRP_ZPT1_RN, 18.25,N
12/07/2023,01:00,BRP_ZPT2_RN, 18.25,N
12/07/2023,01:00,BRTSW_BCW1, 8.27,N
12/07/2023,01:00,BR_ARROW_ALL, 13.06,N
12/07/2023,01:00,BR_VHB6CT5_6, 18.09,N
12/07/2023,01:00,BR_VHB6CT7_8, 18.09,N
12/07/2023,01:00,BSS_U1, 15.86,N
